prompt,intent
"15. Determine the weekly discount rate for a security with a price of $1,500 and a redemption value of $2,000.",DISC (Discount Rate)
16. Show me a waterfall chart illustrating the components contributing to the discount rate of a security.,DISC (Discount Rate)
17. Calculate the daily discount rate for a security with a price of $400 and a redemption value of $500.,DISC (Discount Rate)
18. Display a heat map showing the impact of changing redemption values on discount rates.,DISC (Discount Rate)
"19. Determine the quarterly discount rate for a security with a price of $1,800 and a redemption value of $2,500.",DISC (Discount Rate)
20. Show me a bubble chart comparing the discount rates of securities with different credit ratings.,DISC (Discount Rate)
21. Calculate the annualized discount rate for a security with a price of $300 and a redemption value of $400.,DISC (Discount Rate)
22. Create a box plot showcasing the distribution of discount rates for various maturities.,DISC (Discount Rate)
"23. Determine the monthly discount rate for a security with a price of $2,000 and a redemption value of $2,500.",DISC (Discount Rate)
24. Display a doughnut chart representing the breakdown of discount rates by geographic region.,DISC (Discount Rate)
"25. Calculate the semi-annual discount rate for a security with a price of $1,000 and a redemption value of $1,200.",DISC (Discount Rate)
26. Show me a treemap displaying the relative sizes of discount rates for different asset classes.,DISC (Discount Rate)
"27. Determine the weekly discount rate for a security with a price of $1,200 and a redemption value of $1,800.",DISC (Discount Rate)
28. Compare the discount rates of short-term versus long-term securities in a radar chart format.,DISC (Discount Rate)
"29. Calculate the annual discount rate for a security with a price of $800 and a redemption value of $1,000.",DISC (Discount Rate)
30. Display a scatter plot matrix showcasing the correlations between discount rates and various financial metrics.,DISC (Discount Rate)
31. Determine the quarterly discount rate for a security with a price of $700 and a redemption value of $900.,DISC (Discount Rate)
32. Show me a Sankey diagram illustrating the flow of funds that contribute to discount rates.,DISC (Discount Rate)
33. Calculate the daily discount rate for a security with a price of $600 and a redemption value of $700.,DISC (Discount Rate)
34. Create a chord diagram demonstrating the interconnectedness of discount rates across different markets.,DISC (Discount Rate)
"35. Determine the monthly discount rate for a security with a price of $1,000 and a redemption value of $1,200.",DISC (Discount Rate)
36. Display a streamgraph showing the evolution of discount rates for different asset classes over time.,DISC (Discount Rate)
37. Calculate the semi-annual discount rate for a security with a price of $500 and a redemption value of $600.,DISC (Discount Rate)
38. Show me a sunburst chart visualizing the components contributing to the discount rate of a security.,DISC (Discount Rate)
"39. Determine the weekly discount rate for a security with a price of $1,400 and a redemption value of $1,800.",DISC (Discount Rate)
40. Compare the discount rates of convertible bonds versus traditional bonds in a radar chart.,DISC (Discount Rate)
"41. Calculate the annualized discount rate for a security with a price of $700 and a redemption value of $1,000.",DISC (Discount Rate)
42. Display a bubble heatmap illustrating the relationship between discount rates and credit spreads.,DISC (Discount Rate)
"43. Determine the quarterly discount rate for a security with a price of $900 and a redemption value of $1,200.",DISC (Discount Rate)
44. Show me a candlestick chart depicting the price movements associated with different discount rates.,DISC (Discount Rate)
45. Calculate the daily discount rate for a security with a price of $400 and a redemption value of $600.,DISC (Discount Rate)
46. Create a radar chart comparing the discount rates of securities issued by different countries.,DISC (Discount Rate)
"47. Determine the monthly discount rate for a security with a price of $1,200 and a redemption value of $1,500.",DISC (Discount Rate)
48. Display a box plot matrix showcasing the distribution of discount rates for various industries.,DISC (Discount Rate)
49. Calculate the semi-annual discount rate for a security with a price of $600 and a redemption value of $800.,DISC (Discount Rate)
50. Show me a waterfall chart visualizing the factors influencing the discount rate of a security.,DISC (Discount Rate)
"51. Determine the weekly discount rate for a security with a price of $1,500 and a redemption value of $2,000.",DISC (Discount Rate)
52. Compare the discount rates of AAA-rated bonds versus junk bonds in a treemap format.,DISC (Discount Rate)
53. Calculate the annual discount rate for a security with a price of $300 and a redemption value of $500.,DISC (Discount Rate)
54. Display a sunburst chart displaying the breakdown of discount rates by issuer type.,DISC (Discount Rate)
"55. Determine the quarterly discount rate for a security with a price of $1,800 and a redemption value of $2,500.",DISC (Discount Rate)
56. Show me a radar chart comparing the discount rates of securities with different maturities.,DISC (Discount Rate)
57. Calculate the annualized discount rate for a security with a price of $400 and a redemption value of $600.,DISC (Discount Rate)
58. Create a chord diagram illustrating the relationships between discount rates and credit ratings.,DISC (Discount Rate)
"59. Determine the monthly discount rate for a security with a price of $2,000 and a redemption value of $2,500.",DISC (Discount Rate)
60. Display a streamgraph showing the allocation of funds based on different discount rates.,DISC (Discount Rate)
"61. Calculate the semi-annual discount rate for a security with a price of $1,000 and a redemption value of $1,200.",DISC (Discount Rate)
62. Show me a sunburst chart visualizing the distribution of discount rates across different sectors.,DISC (Discount Rate)
"63. Determine the weekly discount rate for a security with a price of $1,200 and a redemption value of $1,800.",DISC (Discount Rate)
64. Compare the discount rates of inflation-linked bonds versus conventional bonds in a bar chart.,DISC (Discount Rate)
"65. Calculate the annual discount rate for a security with a price of $800 and a redemption value of $1,000.",DISC (Discount Rate)
66. Display a scatter plot matrix showcasing the relationship between discount rates and market volatility.,DISC (Discount Rate)
67. Determine the quarterly discount rate for a security with a price of $700 and a redemption value of $900.,DISC (Discount Rate)
68. Show me a Sankey diagram illustrating the flow of funds influencing discount rates.,DISC (Discount Rate)
69. Calculate the daily discount rate for a security with a price of $600 and a redemption value of $700.,DISC (Discount Rate)
70. Create a chord diagram depicting the interconnectedness of discount rates for different asset classes.,DISC (Discount Rate)
"71. Determine the monthly discount rate for a security with a price of $1,000 and a redemption value of $1,200.",DISC (Discount Rate)
72. Display a streamgraph showing the evolution of discount rates for different geographic regions.,DISC (Discount Rate)
73. Calculate the semi-annual discount rate for a security with a price of $500 and a redemption value of $600.,DISC (Discount Rate)
74. Show me a bubble heatmap illustrating the relationship between discount rates and credit quality.,DISC (Discount Rate)
"75. Determine the weekly discount rate for a security with a price of $1,400 and a redemption value of $1,800.",DISC (Discount Rate)
76. Compare the discount rates of sovereign bonds versus municipal bonds in a tree map.,DISC (Discount Rate)
"77. Calculate the annualized discount rate for a security with a price of $700 and a redemption value of $1,000.",DISC (Discount Rate)
78. Display a bubble chart comparing the discount rates of securities with different maturity dates.,DISC (Discount Rate)
"79. Determine the quarterly discount rate for a security with a price of $900 and a redemption value of $1,200.",DISC (Discount Rate)
80. Show me a candlestick chart illustrating the price movements associated with changing discount rates.,DISC (Discount Rate)
81. Calculate the daily discount rate for a security with a price of $400 and a redemption value of $600.,DISC (Discount Rate)
82. Create a radar chart comparing the discount rates of securities with different credit ratings.,DISC (Discount Rate)
"83. Determine the monthly discount rate for a security with a price of $1,200 and a redemption value of $1,500.",DISC (Discount Rate)
84. Display a box plot matrix showcasing the distribution of discount rates for various industries.,DISC (Discount Rate)
85. Calculate the semi-annual discount rate for a security with a price of $600 and a redemption value of $800.,DISC (Discount Rate)
86. Show me a waterfall chart visualizing the factors influencing the discount rate of a security.,DISC (Discount Rate)
"87. Determine the weekly discount rate for a security with a price of $1,500 and a redemption value of $2,000.",DISC (Discount Rate)
88. Compare the discount rates of AAA-rated bonds versus junk bonds in a treemap format.,DISC (Discount Rate)
89. Calculate the annual discount rate for a security with a price of $300 and a redemption value of $500.,DISC (Discount Rate)
90. Display a sunburst chart displaying the breakdown of discount rates by issuer type.,DISC (Discount Rate)
"91. Determine the quarterly discount rate for a security with a price of $1,800 and a redemption value of $2,500.",DISC (Discount Rate)
92. Show me a radar chart comparing the discount rates of securities with different maturities.,DISC (Discount Rate)
93. Calculate the annualized discount rate for a security with a price of $400 and a redemption value of $600.,DISC (Discount Rate)
94. Create a chord diagram illustrating the relationships between discount rates and credit ratings.,DISC (Discount Rate)
"95. Determine the monthly discount rate for a security with a price of $2,000 and a redemption value of $2,500.",DISC (Discount Rate)
96. Display a streamgraph showing the allocation of funds based on different discount rates.,DISC (Discount Rate)
"97. Calculate the semi-annual discount rate for a security with a price of $1,000 and a redemption value of $1,200.",DISC (Discount Rate)
98. Show me a sunburst chart visualizing the distribution of discount rates across different sectors.,DISC (Discount Rate)
"99. Determine the weekly discount rate for a security with a price of $1,200 and a redemption value of $1,800.",DISC (Discount Rate)
100. Compare the discount rates of inflation-linked bonds versus conventional bonds in a bar chart.,DISC (Discount Rate)
1. Create a line chart to visualize the Macaulay duration of different securities over time.,DURATION
2. Show me a pie chart comparing the Macaulay duration of bonds from different issuers.,DURATION
3. Calculate the Macaulay duration of a specific bond using historical cash flow data.,DURATION
4. Plot the Macaulay duration of a portfolio of securities on a bar chart.,DURATION
5. Analyze the sensitivity of Macaulay duration to changes in interest rates using a scatter plot.,DURATION
6. Compare the Macaulay duration of government bonds versus corporate bonds on a radar chart.,DURATION
7. Calculate the modified duration of a bond based on its Macaulay duration and yield-to-maturity.,DURATION
8. Create a waterfall chart to illustrate the impact of changes in cash flows on the Macaulay duration of a security.,DURATION
9. Analyze the relationship between Macaulay duration and convexity using a bubble chart.,DURATION
10. Visualize the Macaulay duration and yield curve of a bond on a heatmap.,DURATION
11. Show me a box plot of Macaulay duration for different sectors within the bond market.,DURATION
12. Calculate the effective duration of a bond portfolio based on the Macaulay duration of individual securities.,DURATION
13. Create a histogram of Macaulay durations for a sample of municipal bonds.,DURATION
14. Plot the Macaulay duration versus credit rating for a selection of corporate bonds.,DURATION
15. Analyze the impact of reinvestment risk on Macaulay duration using a line chart.,DURATION
16. Show me a bubble chart comparing the Macaulay duration and convexity of different mortgage-backed securities.,DURATION
17. Calculate the Macaulay duration of a zero-coupon bond using its maturity date.,DURATION
18. Visualize the Macaulay duration of Treasury bonds over different time horizons on a stacked bar chart.,DURATION
19. Compare the Macaulay duration of fixed-rate bonds versus floating-rate bonds on a radar chart.,DURATION
20. Plot the Macaulay duration of a bond index on a time series chart.,DURATION
21. Create a scatter plot of Macaulay duration versus credit spread for a selection of corporate bonds.,DURATION
22. Show me a heat map of Macaulay duration for different sectors of the bond market.,DURATION
23. Calculate the convexity of a bond based on its Macaulay duration and yield-to-maturity.,DURATION
24. Analyze the relationship between Macaulay duration and duration gap using a spider chart.,DURATION
25. Visualize the Macaulay duration and credit rating of a bond on a bubble chart.,DURATION
26. Show me a stacked bar chart comparing the Macaulay duration of bonds issued by different countries.,DURATION
27. Calculate the modified duration of a callable bond using its Macaulay duration and call schedule.,DURATION
28. Create a doughnut chart to illustrate the distribution of Macaulay durations within a bond portfolio.,DURATION
29. Analyze the impact of interest rate changes on Macaulay duration using a line chart.,DURATION
30. Show me a radar chart comparing the Macaulay duration and convexity of corporate bonds with different maturities.,DURATION
31. Calculate the Macaulay duration of a bond ETF based on its underlying holdings.,DURATION
32. Visualize the Macaulay duration of municipal bonds over different credit quality tiers on a bar chart.,DURATION
33. Plot the Macaulay duration versus duration gap for a sample of government bonds on a time series chart.,DURATION
34. Analyze the sensitivity of Macaulay duration to changes in cash flows using a bubble chart.,DURATION
35. Compare the Macaulay duration of investment-grade bonds versus high-yield bonds on a radar chart.,DURATION
36. Calculate the effective duration of a bond index based on the Macaulay duration of its constituents.,DURATION
37. Create a histogram of Macaulay durations for a sample of Treasury Inflation-Protected Securities.,DURATION
38. Plot the Macaulay duration of convertible bonds over different conversion ratios on a scatter plot.,DURATION
39. Show me a box plot of Macaulay duration for different regions within the bond market.,DURATION
40. Analyze the impact of default risk on Macaulay duration using a line chart.,DURATION
41. Visualize the Macaulay duration and convexity of a bond index on a heatmap.,DURATION
42. Calculate the Macaulay duration of a floating-rate note using its interest rate reset schedule.,DURATION
43. Show me a bubble chart comparing the Macaulay duration and credit rating of corporate bonds.,DURATION
44. Plot the Macaulay duration of a bond ladder on a time series chart.,DURATION
45. Analyze the relationship between Macaulay duration and yield curve slope using a spider chart.,DURATION
46. Visualize the Macaulay duration and credit spread of a selection of sovereign bonds on a bubble chart.,DURATION
47. Show me a stacked bar chart comparing the Macaulay duration of bonds with different coupon rates.,DURATION
48. Calculate the convexity of a bond ETF based on the Macaulay duration and yield-to-maturity of its holdings.,DURATION
49. Create a doughnut chart to illustrate the distribution of Macaulay durations within a bond index.,DURATION
50. Analyze the impact of credit quality changes on Macaulay duration using a line chart.,DURATION
51. Show me a radar chart comparing the Macaulay duration and convexity of municipal bonds with different bond insurance providers.,DURATION
52. Calculate the Macaulay duration of a bond fund based on its average portfolio duration.,DURATION
53. Visualize the Macaulay duration of corporate bonds over different industry sectors on a bar chart.,DURATION
54. Plot the Macaulay duration versus spread duration for a sample of mortgage-backed securities on a time series chart.,DURATION
55. Analyze the sensitivity of Macaulay duration to changes in prepayment speed using a bubble chart.,DURATION
56. Compare the Macaulay duration of government bonds issued by different agencies on a radar chart.,DURATION
57. Calculate the effective duration of a bond ETF based on the Macaulay duration and weight of its holdings.,DURATION
58. Create a histogram of Macaulay durations for a sample of callable bonds.,DURATION
59. Plot the Macaulay duration of floating-rate bonds over different interest rate reset frequencies on a scatter plot.,DURATION
60. Show me a box plot of Macaulay duration for different credit rating categories within the bond market.,DURATION
61. Analyze the impact of liquidity risk on Macaulay duration using a line chart.,DURATION
62. Visualize the Macaulay duration and convexity of a bond index on a heatmap.,DURATION
63. Calculate the Macaulay duration of a bond option based on its strike price and time to expiration.,DURATION
64. Show me a bubble chart comparing the Macaulay duration and credit rating of municipal bonds.,DURATION
65. Plot the Macaulay duration of a bond ETF on a time series chart.,DURATION
66. Analyze the relationship between Macaulay duration and effective duration using a spider chart.,DURATION
67. Visualize the Macaulay duration and yield curve of a sample of inflation-linked bonds on a bubble chart.,DURATION
68. Show me a stacked bar chart comparing the Macaulay duration of bonds with different call features.,DURATION
69. Calculate the convexity of a bond mutual fund based on the Macaulay duration and coupon rate of its investments.,DURATION
70. Create a doughnut chart to illustrate the distribution of Macaulay durations within a bond fund.,DURATION
71. Analyze the impact of interest rate volatility on Macaulay duration using a line chart.,DURATION
72. Show me a radar chart comparing the Macaulay duration and convexity of corporate bonds with different credit enhancements.,DURATION
73. Calculate the Macaulay duration of a bond index based on its weighted-average constituent durations.,DURATION
74. Visualize the Macaulay duration of high-yield bonds over different credit rating tiers on a bar chart.,DURATION
75. Plot the Macaulay duration versus convexity for a sample of municipal bonds on a time series chart.,DURATION
76. Analyze the sensitivity of Macaulay duration to changes in default risk using a bubble chart.,DURATION
77. Compare the Macaulay duration of Treasury bonds with different maturities on a radar chart.,DURATION
78. Calculate the effective duration of a bond fund based on the Macaulay duration and duration gap of its holdings.,DURATION
79. Create a histogram of Macaulay durations for a sample of mortgage-backed securities.,DURATION
80. Plot the Macaulay duration of convertible bonds over different conversion prices on a scatter plot.,DURATION
81. Show me a box plot of Macaulay duration for different geographic regions within the bond market.,DURATION
82. Analyze the impact of market risk factors on Macaulay duration using a line chart.,DURATION
83. Visualize the Macaulay duration and convexity of a bond mutual fund on a heatmap.,DURATION
84. Calculate the Macaulay duration of a bond option based on its time value and interest rate sensitivity.,DURATION
85. Show me a bubble chart comparing the Macaulay duration and credit rating of sovereign bonds.,DURATION
86. Plot the Macaulay duration of a bond ladder with varying bond durations on a time series chart.,DURATION
87. Analyze the relationship between Macaulay duration and interest rate levels using a spider chart.,DURATION
88. Visualize the Macaulay duration and spread duration of a bond index on a bubble chart.,DURATION
89. Show me a stacked bar chart comparing the Macaulay duration of bonds with different maturity dates.,DURATION
90. Calculate the convexity of a bond ETF based on the Macaulay duration and yield spread of its holdings.,DURATION
91. Create a doughnut chart to illustrate the distribution of Macaulay durations within a bond index.,DURATION
92. Analyze the impact of credit rating changes on Macaulay duration using a line chart.,DURATION
93. Show me a radar chart comparing the Macaulay duration and convexity of municipal bonds with different issuance sizes.,DURATION
94. Calculate the Macaulay duration of a bond fund based on its weighted-average portfolio duration.,DURATION
95. Visualize the Macaulay duration of corporate bonds over different credit outlooks on a bar chart.,DURATION
96. Plot the Macaulay duration versus prepayment risk for a sample of mortgage-backed securities on a time series chart.,DURATION
97. Analyze the sensitivity of Macaulay duration to changes in credit default swaps using a bubble chart.,DURATION
98. Compare the Macaulay duration of government bonds from different regions on a radar chart.,DURATION
99. Calculate the effective duration of a bond ETF based on the Macaulay duration and credit quality of its holdings.,DURATION
100. Create a histogram of Macaulay durations for a sample of inflation-linked bonds.,DURATION
"1. ""Calculate the total sales for the month of January.""",SUM
"2. ""Find the sum of expenses for each quarter.""",SUM
"3. ""Show me the total revenue generated by each department.""",SUM
"4. ""Summarize the total number of products sold per region.""",SUM
"5. ""Determine the sum of profits for the past year.""",SUM
"6. ""Get the sum of expenses by category.""",SUM
"7. ""Calculate the total budget allocated for marketing campaigns.""",SUM
"8. ""Sum up the sales figures for each product category.""",SUM
"9. ""Find the total number of hours worked by each employee.""",SUM
"10. ""Show me the total cost of goods sold for the current quarter.""",SUM
"11. ""Calculate the sum of monthly subscription fees.""",SUM
"12. ""Summarize the total revenue by product line.""",SUM
"13. ""Get the total amount spent on advertising campaigns.""",SUM
"14. ""Find the sum of sales for each sales representative.""",SUM
"15. ""Calculate the total expenses incurred in the last quarter.""",SUM
"16. ""Determine the total revenue by month for the past year.""",SUM
"17. ""Sum up the total number of customer inquiries per day.""",SUM
"18. ""Show me the total budget for office supplies.""",SUM
"19. ""Calculate the sum of profit margins for each product.""",SUM
"20. ""Get the total sum of salaries paid to employees.""",SUM
"21. ""Find the total cost of raw materials purchased.""",SUM
"22. ""Summarize the total revenue by customer segment.""",SUM
"23. ""Calculate the total expenses for utilities.""",SUM
"24. ""Sum up the total revenue generated from online sales.""",SUM
"25. ""Determine the sum of quarterly bonuses paid to employees.""",SUM
"26. ""Show me the total advertising expenses by channel.""",SUM
"27. ""Get the total sum of donations received for the year.""",SUM
"28. ""Find the total cost of inventory for the past month.""",SUM
"29. ""Calculate the sum of monthly rental expenses.""",SUM
"30. ""Summarize the total revenue by geographic region.""",SUM
"31. ""Determine the total expenses for employee training.""",SUM
"32. ""Show me the total sum of travel expenses.""",SUM
"33. ""Calculate the total revenue from product sales.""",SUM
"34. ""Get the sum of monthly subscription revenue.""",SUM
"35. ""Find the total cost of maintenance for equipment.""",SUM
"36. ""Summarize the total revenue by sales channel.""",SUM
"37. ""Determine the total sum of charitable donations.""",SUM
"38. ""Show me the total expenses for software licenses.""",SUM
"39. ""Calculate the total amount spent on employee benefits.""",SUM
"40. ""Get the sum of quarterly sales commissions.""",SUM
"41. ""Find the total budget for research and development.""",SUM
"42. ""Show me the total sum of event expenses.""",SUM
"43. ""Calculate the sum of annual insurance premiums.""",SUM
"44. ""Determine the total revenue from online advertising.""",SUM
"45. ""Sum up the total sales from e-commerce platforms.""",SUM
"46. ""Get the total sum of shipping costs for the quarter.""",SUM
"47. ""Find the total amount spent on customer service.""",SUM
"48. ""Calculate the sum of quarterly marketing expenses.""",SUM
"49. ""Summarize the total revenue by product category.""",SUM
"50. ""Determine the total expenses for office rent.""",SUM
"51. ""Show me the total sum of legal fees paid.""",SUM
"52. ""Calculate the total revenue from partnership agreements.""",SUM
"53. ""Get the sum of monthly subscription renewals.""",SUM
"54. ""Find the total cost of production materials.""",SUM
"55. ""Summarize the total revenue by service offering.""",SUM
"56. ""Determine the total sum of training expenses.""",SUM
"57. ""Show me the total budget for promotional events.""",SUM
"58. ""Calculate the sum of monthly software subscriptions.""",SUM
"59. ""Get the total revenue from online course sales.""",SUM
"60. ""Find the total amount spent on employee salaries.""",SUM
"61. ""Sum up the total sales from retail locations.""",SUM
"62. ""Determine the total sum of travel reimbursement.""",SUM
"63. ""Show me the total advertising expenses for the year.""",SUM
"64. ""Calculate the sum of quarterly investment returns.""",SUM
"65. ""Get the sum of monthly utility bills.""",SUM
"66. ""Find the total cost of repairs and maintenance.""",SUM
"67. ""Summarize the total revenue by marketing campaign.""",SUM
"68. ""Determine the total expenses for office supplies.""",SUM
"69. ""Show me the total sum of donations raised.""",SUM
"70. ""Calculate the total amount spent on employee training.""",SUM
"71. ""Get the sum of quarterly employee bonuses.""",SUM
"72. ""Find the total cost of inventory sold.""",SUM
"73. ""Summarize the total revenue by customer segment.""",SUM
"74. ""Determine the total expenses for utilities.""",SUM
"75. ""Show me the total sum of rental income.""",SUM
"76. ""Calculate the sum of monthly subscription fees.""",SUM
"77. ""Get the total revenue generated from online sales.""",SUM
"78. ""Find the total amount spent on advertising campaigns.""",SUM
"79. ""Sum up the sales figures for each product category.""",SUM
"80. ""Determine the sum of profits for the past year.""",SUM
"81. ""Calculate the total budget allocated for marketing campaigns.""",SUM
"82. ""Get the total budget for office supplies.""",SUM
"83. ""Find the sum of expenses for each quarter.""",SUM
"84. ""Calculate the total sales for the month of January.""",SUM
"85. ""Summarize the total revenue by product line.""",SUM
"86. ""Determine the total sum of salaries paid to employees.""",SUM
"87. ""Show me the total cost of raw materials purchased.""",SUM
"88. ""Calculate the sum of profit margins for each product.""",SUM
"89. ""Get the total sum of employee benefits paid.""",SUM
"90. ""Find the total cost of maintenance for equipment.""",SUM
"91. ""Summarize the total revenue by geographic region.""",SUM
"92. ""Determine the total expenses for employee training.""",SUM
"93. ""Show me the total sum of travel expenses.""",SUM
"94. ""Calculate the total revenue from product sales.""",SUM
"95. ""Get the sum of monthly subscription revenue.""",SUM
"96. ""Find the total cost of inventory for the past month.""",SUM
"97. ""Summarize the total revenue by sales channel.""",SUM
"98. ""Determine the total sum of charitable donations.""",SUM
"99. ""Show me the total expenses for software licenses.""",SUM
"100. ""Calculate the total revenue from online advertising.""",SUM
1. Calculate the average of sales revenue for each month in 2021.,AVERAGE
2. Find the average temperature for each day of the week in a given dataset.,AVERAGE
3. Determine the average number of products sold per customer in a sales report.,AVERAGE
4. Calculate the average response time for customer inquiries by department.,AVERAGE
5. Find the average monthly expenses for each category in a budget spreadsheet.,AVERAGE
6. Determine the average number of new subscribers per month in a marketing campaign.,AVERAGE
7. Calculate the average order value for online purchases in a given time period.,AVERAGE
8. Find the average score for each student in a class on a particular exam.,AVERAGE
9. Determine the average revenue generated by each product line in a sales report.,AVERAGE
10. Calculate the average production output per employee in a manufacturing plant.,AVERAGE
11. Find the average return on investment for each investment portfolio.,AVERAGE
12. Determine the average wait time for customers in a service queue.,AVERAGE
13. Calculate the average number of website visitors per day in a traffic report.,AVERAGE
14. Find the average response rate for email campaigns in a marketing analysis.,AVERAGE
15. Determine the average salary for each department in a company's payroll data.,AVERAGE
16. Calculate the average number of hours worked per week by employees.,AVERAGE
17. Find the average satisfaction rating for each product in a customer feedback survey.,AVERAGE
18. Determine the average price of homes sold in a real estate market analysis.,AVERAGE
19. Calculate the average attendance for each event in a conference schedule.,AVERAGE
20. Find the average session duration for website visitors in a Google Analytics report.,AVERAGE
21. Determine the average number of downloads for each app in an app store report.,AVERAGE
22. Calculate the average performance rating for employees in a performance review.,AVERAGE
23. Find the average number of views for each video in a YouTube analytics report.,AVERAGE
24. Determine the average lifespan of products in a product lifecycle analysis.,AVERAGE
25. Calculate the average energy consumption for each building in an energy efficiency report.,AVERAGE
26. Find the average completion time for each task in a project management tool.,AVERAGE
27. Determine the average number of errors per page in a quality assurance report.,AVERAGE
28. Calculate the average response rate for customer satisfaction surveys.,AVERAGE
29. Find the average click-through rate for each ad campaign in a digital marketing report.,AVERAGE
30. Determine the average monthly expenses for each department in a company's financial statement.,AVERAGE
31. Calculate the average lead time for each product in a supply chain analysis.,AVERAGE
32. Find the average customer rating for each product in an online review dataset.,AVERAGE
33. Determine the average delivery time for orders in a shipping and logistics report.,AVERAGE
34. Calculate the average salary increase for employees in an annual performance review.,AVERAGE
35. Find the average bounce rate for each webpage in a website performance report.,AVERAGE
36. Determine the average number of incidents reported per month in a safety report.,AVERAGE
37. Calculate the average completion rate for online courses in an e-learning platform.,AVERAGE
38. Find the average session duration for each user in a web analytics report.,AVERAGE
39. Determine the average number of likes for each post in a social media engagement report.,AVERAGE
40. Calculate the average inventory turnover for each product category in a retail analysis.,AVERAGE
41. Find the average page load time for each webpage in a website optimization report.,AVERAGE
42. Determine the average number of clicks per link in an email marketing campaign.,AVERAGE
43. Calculate the average response time for customer support tickets.,AVERAGE
44. Find the average renewal rate for each subscription service in a customer retention report.,AVERAGE
45. Determine the average score for each team in a sports tournament.,AVERAGE
46. Calculate the average order processing time for online purchases.,AVERAGE
47. Find the average engagement rate for each social media platform in a marketing analysis.,AVERAGE
48. Determine the average monthly revenue for each region in a sales report.,AVERAGE
49. Calculate the average number of attendees for each session in a conference agenda.,AVERAGE
50. Find the average student GPA for each subject in an academic report.,AVERAGE
51. Determine the average session duration for each user in a mobile app analytics report.,AVERAGE
52. Calculate the average churn rate for each customer segment in a retention analysis.,AVERAGE
53. Find the average response time for support tickets in a customer service survey.,AVERAGE
54. Determine the average satisfaction rating for each product feature in a user feedback report.,AVERAGE
55. Calculate the average customer lifetime value for each customer segment in a CRM analysis.,AVERAGE
56. Find the average website traffic for each channel in a traffic source report.,AVERAGE
57. Determine the average lead conversion rate for each marketing campaign in a lead generation report.,AVERAGE
58. Calculate the average number of defects per product in a quality control report.,AVERAGE
59. Find the average customer retention rate for each subscription plan in a retention analysis.,AVERAGE
60. Determine the average session duration for each user segment in a user behavior analysis.,AVERAGE
61. Calculate the average response time for each customer inquiry in a customer service report.,AVERAGE
62. Find the average order value for each product category in a sales report.,AVERAGE
63. Determine the average bounce rate for each webpage in a website performance analysis.,AVERAGE
64. Calculate the average time spent on each page in a website engagement report.,AVERAGE
65. Find the average click-through rate for each ad campaign in a digital marketing analysis.,AVERAGE
66. Determine the average revenue per user for each subscription plan in a revenue analysis.,AVERAGE
67. Calculate the average cost per acquisition for each marketing channel in a customer acquisition report.,AVERAGE
68. Find the average customer satisfaction rating for each product category in a customer feedback survey.,AVERAGE
69. Determine the average number of pageviews for each blog post in a content marketing analysis.,AVERAGE
70. Calculate the average number of mobile app installs per marketing campaign in an app download report.,AVERAGE
71. Find the average session duration for each user in an online platform usage report.,AVERAGE
72. Determine the average response time for each support ticket in a customer service analysis.,AVERAGE
73. Calculate the average revenue generated per social media platform in a social media marketing report.,AVERAGE
74. Find the average user engagement rate for each feature in a product usage analysis.,AVERAGE
75. Determine the average conversion rate for each landing page in a website optimization report.,AVERAGE
76. Calculate the average order processing time for each product category in a sales report.,AVERAGE
77. Find the average number of leads generated per marketing campaign in a lead generation analysis.,AVERAGE
78. Determine the average session duration for each user segment in a digital platform analysis.,AVERAGE
79. Calculate the average revenue per customer for each product in a revenue analysis.,AVERAGE
80. Find the average click-through rate for each email marketing campaign in an email engagement report.,AVERAGE
81. Determine the average satisfaction rating for each customer segment in a customer feedback survey.,AVERAGE
82. Calculate the average time spent on each page in an online content analysis.,AVERAGE
83. Find the average response time for each customer inquiry in a customer service analysis.,AVERAGE
84. Determine the average session duration for each user in a website usage report.,AVERAGE
85. Calculate the average revenue generated per lead in a lead generation analysis.,AVERAGE
86. Find the average click-through rate for each ad campaign in a digital advertising report.,AVERAGE
87. Determine the average response time for each support ticket in a customer support analysis.,AVERAGE
88. Calculate the average cost per acquisition for each marketing channel in a customer acquisition report.,AVERAGE
89. Find the average customer retention rate for each subscription plan in a retention analysis.,AVERAGE
90. Determine the average session duration for each user segment in a user behavior analysis.,AVERAGE
91. Calculate the average response time for each customer inquiry in a customer service report.,AVERAGE
92. Find the average website traffic for each channel in a traffic source report.,AVERAGE
93. Determine the average lead conversion rate for each marketing campaign in a lead generation report.,AVERAGE
94. Calculate the average number of defects per product in a quality control report.,AVERAGE
95. Find the average customer retention rate for each subscription plan in a retention analysis.,AVERAGE
96. Determine the average session duration for each user segment in a user behavior analysis.,AVERAGE
97. Calculate the average response time for each customer inquiry in a customer service report.,AVERAGE
98. Find the average website traffic for each channel in a traffic source report.,AVERAGE
99. Determine the average lead conversion rate for each marketing campaign in a lead generation report.,AVERAGE
100. Calculate the average number of defects per product in a quality control report.,AVERAGE
1. Calculate the maximum value in a range of sales data for the month of January.,MAX
2. Show me the highest temperature recorded each day for the past week using the MAX function.,MAX
3. Find the peak revenue generated by each product category in the past quarter.,MAX
4. Identify the highest performing department based on sales figures using the MAX formula.,MAX
5. Determine the maximum number of units sold for each product in the last fiscal year.,MAX
6. Display the highest score achieved by each student in the class using the MAX function.,MAX
7. Calculate the maximum profit margin for each product line in the company.,MAX
